고유번호,성분명(국문명),이명,영문명,CAS,배합용도,EWG등급,EWG데이터등급,EWG코드,알러지,호흡,피부,발달/생식,발암,눈,주의,비고,SLS/SLES,4급암모늄,향료,색소/형광,가습기
2164,옥틸도데실스테아로일스테아레이트,"Octadecanoic Acid, 12-[(1-Oxooctadecyl)Oxy]-, 2-Octydodecyl Ester 
12-[(1-Oxooctadecyl) Oxy] Octadecanoic Acid, 2-Octyldodecyl Ester",Octyldodecyl Stearoyl Stearate ,90052-75-8,"수분증발차단제, 점증제-비수용성",,,,,,,,,,,,,,,,
2165,두송나무열매추출물,,Juniperus Communis Fruit Extract ,84603-69-0,"착향제, 피부컨디셔닝제(기타) ",,,,,,H317,,,,,,,,,,
2166,포타슘코코일글루타메이트,Potassium N-Cocoacyl-L-glutamate,Potassium Cocoyl Glutamate,,"모발컨디셔닝제, 계면활성제-세정제",A,C,AC,,,,,,,,,,,,,
2167,바이오틴,"[3aS-(3aα,4b,6aα)]-Hexahydro-2-Oxo-1H-Thieno[3,4-d]Imidazole-4-Pentanoic Acid;biotin (INN);Biotinum (EP);Coenzyme R;1H-Thieno[3,4-d]Imidazole-4-Pentanoic Acid, Hexahydro-2-oxo-, [3aS-(3aα,4b,6aα)]-;Vitamin B7;Vitamin H",Biotin,58-85-5,"모발컨디셔닝제, 피부컨디셔닝제",A,B,AB,,,,,,,,,,,,,
2168,마스티키나백리향꽃오일,마스틱타임꽃오일 (Thymus Mastichina Flower Oil),Thymus Mastichina Flower Oil,,착향제,,,,,,,,,,,,,,,,
2169,다이소듐라우릴설포석시네이트,디소듐라우릴설포석시네이트(Disodium Lauryl Sulfosuccinate),Disodium Lauryl Sulfosuccinate,13192-12-6;19040-44-9;26838-05-1,"계면활성제(세정제), 계면활성제(거품촉진제), 계면활성제(친수제)",A,C,AC,,,,,,H318,,,,,,,
2170,폴리쿼터늄-22,"Acrylic Acid-Diallyldimethylammonium Chloride Polymer;2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1), polymer with 2-propenoic acid, sodium salt4151",Polyquaternium-22,53694-17-0,"정전기방지제, 피막형성제, 모발고정제",A,C,AC,,,,,,,,,,,,,
2171,홍만병초추출물,,Rhododendron Brachycarpum Extract,,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,
2172,솔비틸라우레이트,소르비틸라우레이트 (Sorbityl Laurate),Sorbityl Laurate,26657-97-6,계면활성제(유화제),,,,,,,,,,,,,,,,
2173,캐롭열매추출물,캐럽콩추출물(Ceratonia Siliqua (Carob) Fruit Extract),Ceratonia Siliqua (Carob) Fruit Extract,84961-45-5,"착향제, 피부컨디셔닝제(기타)",,,,,,H317,,,,,,,,,,
2174,다이에톡시에틸석시네이트,디에톡시에칠석시네이트(Diethoxyethyl Succinate),Diethoxyethyl Succinate,26962-29-8,용제,A,C,AC,,,,,,,,,,,,,
2175,마텔추출물,,Myrtus Communis Extract,84082-67-7,피부컨디셔닝제(기타),A,C,AC,,,,,,,,유사EWG,,,,,
2176,마조람꽃오일,꽃박하꽃오일 (Origanum Majorana Flower Oil),Origanum Majorana Flower Oil,,착향제,A,C,AC,,,,,,,,유사EWG,,,,,
2177,다이하이드록시아이소프로필팔모일팜아마이드,디하이드록시이소프로필팔모일팜아마이드(Dihydroxyisopropyl Palmoylpalmamide),Dihydroxyisopropyl Palmoylpalmamide ,,"헤어컨디셔닝제, 피부보호제, 피부컨디셔닝제(보습제)",,,,,,,,,,,,,,,,
2178,크로뮴옥사이드그린,Chromic Oxide;Chromium Oxide Greens;Dichromium Trioxide;Pigment Green 17,CI 77288;Chromium Oxide Greens,1308-38-9,착색제,B,C,BC,,H334,H317,H360,H350,H318,,,,,,1,
2179,폴리글리세릴-2올리에이트,"Diglyceryl Monooleate;9-Octadecenoic Acid, Ester with 1,2,3-Propanetriol (1:2);9-Octadecenoic Acid, monoester with Oxybis(Propanediol)",Polyglyceryl-2 Oleate,9007-48-1;49553-76-6,"피부유연화제, 계면활성제-유화제",A,C,AC,,,,,,,,,,,,,
2180,에칠헥실이소노나노에이트,에틸헥실아이소노나노에이트,Ethylhexyl Isononanoate,70969-70-9;71566-49-9,피부컨디셔닝제(유연제),A,C,AC,,,,,,,,,,,,,
2181,라우랄코늄클로라이드,,Lauralkonium Chloride,139-07-1,"정전기방지제, 살균보존제",B,C,BC,,,,,,H318,,,,1,,,
2182,다이데실다이모늄클로라이드,"1-Decanaminium, N-Decyl-N,N-Dimethyl-, Chloride;N-Decyl-N,N-Dimethyl-1-Decanaminium Chloride;Didecyl Dimethyl Ammonium Chloride;Quaternium-12",Didecyldimonium Chloride,7173-51-5,"정전기방지제, 헤어컨디셔닝제",,,,,,,,,H318,,,,1,,,
2183,스테비오사이드,"13-[(2-O-β-D-Glucopyranosyl-α-D-Glucopyranosyl)Oxy]Kaur-16-en-18-oic Acid, β-D-Glucopyranosyl Ester;Kaur-16-en-18-oic Acid, 13-[2-O-β-D-Glucopyranosyl-α-D-Glucoopyranosyl)Oxy]-, β-D-Glucopyranosyl Ester;Kaur-16-en-18-oic Acid, 13-[(2-O-β-D-Glucopyranosyl-α-D-Glucopyranosyl)Oxy-, β-D-Glucopyranosyl Ester, (4α)-",Stevioside,57817-89-7,감미제,A,C,AC,,,,,,,,,,,,,
2184,무궁화씨추출물,,Hibiscus Syriacus Seed Extract,,피부컨디셔닝제(유연제),,,,,,,,,,,,,,,,
2185,소나무잎추출물,,Pinus Densiflora Leaf Extract,,산화방지제,,,,,,,,,,,,,,,,
2186,진주추출물,,Pearl Extract,,산화방지제,A,C,AC,,,,,,,,유사EWG,,,,,
2187,소듐폴리스타이렌설포네이트,,Sodium Polystyrene Sulfonate,25704-18-1;62744-35-8;9003-59-2;9080-79-9,"유화안정제, 피막형성제, 점도증가제(수성)",A,C,AC,,,,,,,,,,,,,
2188,메틸피롤리돈,메칠피롤리돈 (Methyl Pyrrolidone),Methyl Pyrrolidone,51013-18-4;872-50-4,용제,A,B,AB,,,,H360,,H318,,,,,,,
2189,디메틸카보네이트,디메칠카보네이트(Dimethyl Carbonate),Dimethyl Carbonate ,616-38-6,"착향제, 분사제, 용제",A,C,AC,,H334,H317,,,,,,,,,,
2190,우르솔릭애씨드,"3.beta.-Hydroxyurs-12-en-28-oic acid (RIFM);Bungeolic Acid;3β-Hydroxyurs-12-en-28-oic Acid;Urs-12-en-28-oic Acid, 3-Hydroxy-, (3β)-",Ursolic Acid,77-52-1,"향료, 피부컨디셔닝제",A,C,AC,,,,,,,,,,,,,
2191,소이아이소플라본,소이이소플라본 (Soy Isoflavones),Soy Isoflavones,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2192,폴리네시안타마누트리오일,,,,,,,,,,,,,,,,,,,,
2193,서양고추나물꽃추출물,,Hypericum Perforatum Flower Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,유사EWG,,,,,
2194,왕질경이잎추출물,,Plantago Major Leaf Extract,84929-43-1,피부컨디셔닝제(기타),A,C,AC,,,,,,,,유사EWG,,,,,
2195,동백씨추출물,동백오일(Camellia Japonica Seed Oil),Camellia Japonica Seed Oil ,,피부컨디셔닝제(수분차단제),,,,,,,,,,,,,,,,
2196,바바수커넬오일,,Orbignya Speciosa Kernel Oil,,피부컨디셔닝제(유연제),A,C,AC,,,,,,,,,,,,,
2197,하이드롤라이즈드호호바프로테인,하이드롤라이즈드호호바프로테인(Hydrolyzed Jojoba Protein),Hydrolyzed Jojoba Protein ,100684-35-3,"헤어컨디셔닝제, 피부컨디셔닝제(유연제)",A,C,AC,,,,,,,,,,,,,
2198,하이드롤라이즈드퀴노아,,Hydrolyzed Quinoa,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2199,아이리쉬모스,Irish Moss,Chondrus Crispus,,각질제거제,A,C,AC,,,,,,,,,,,,,
2200,뿔남천추출물,,Mahonia Aquifolium Flower/Leaf/Stem Extract,,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,
2201,하이드로제네이티드메틸아비에테이트,하이드로제네이티드메칠아비에테이트(Hydrognated Methyl Abietate),Hydrogenated Methyl Abietate ,,점도증가제(비수성),,,,,,,,,,,,,,,,
2202,에버라스팅꽃오일,,Helichrysum Italicum Flower Oil,,착향제,A,C,AC,,,,,,,,유사EWG,,,,,
2203,씨위드추출물,야니아 루벤스추출물,Jania Rubens Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2204,쌀겨,"Bran, Oryza Sativa;Bran, Rice;Oryza Sativa Bran;Rice Bran",Oryza Sativa (Rice) Bran,,"스크럽제, 벌킹제",A,B,AB,,,,,,,,,,,,,
2205,라우릴피이지-9폴리다이메틸실록시에틸,"	라우릴피이지-9폴리디메칠실록시에칠디메치콘 
라우릴피이지-9폴라다이메틸실록시에틸다이메티콘 ",Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone ,,"헤어컨디셔닝제, 모발고정제, 피부컨디셔닝제(기타), 표면조정제, 계면활성제(유화제), 계면활성제(용해보조제), 점도증가제(수성) ",,,,,,,,,,,,,,,,
2206,유채추출물,서양유채추출물(Brassica Campestris (Rapeseed) Extract),Brassica Campestris (Rapeseed) Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,
2207,주니퍼베리오일,프릭클리주니퍼열매오일 (Juniperus Oxycedrus Fruit Oil) ,"	Juniperus Oxycedrus Fruit Oil ",,착향제 ,,,,,,,,,,,,,,,,
2208,잇꽃애씨드,Safflower Oil Fatty Acid,Safflower Acid,,계면활성제(세정제),A,C,AC,,,,,,,,,,,,,
2209,팔마사오일,,,,,,,,,,,,,,,,,,,,
2210,귤추출물,귤추출뮬,Citrus Unshiu Fruit Extract,,"산화방지제, 헤어컨디셔닝제, 피부보호제, 피부컨디셔닝제(유연제), 자외선차단제",,,,,,,,,,,,,,,,
2211,진세노사이드,,Ginsenosides,62025-49-4;52286-59-6,"산화방지제, 피부보호제, 피부컨디셔닝제(기타)",,,,,,,,,,,,,,,,
2212,금불초꽃/잎/줄기추출물,,Inula Britannica Flower/Leaf/Stem Extract,,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,
2213,들깨추출물,,Perilla Ocymoides Seed Extract,90082-61-4,산화방지제,A,C,AC,,,,,,,,유사EWG,,,,,
2214,스왐프페이퍼바크잎오일,,Melaleuca Ericifolia Leaf Oil,,착향제,,,,,,,,,,,,,,,,
2215,캐스토릴말리에이트,,Castoryl Maleate,241153-84-4,피부컨디셔닝제(기타),A,C,AC,,,H317,,,,,,,,,,
2216,알릴카프로에이트,"Allyl Capronate;Allyl Hexanoate;Allyl hexanoate (RIFM);Hexanoic Acid, Allyl Ester;Hexanoic Acid, 2-Propenyl Ester;2-Propenyl Hexanoate",Allyl Caproate,123-68-2,"수렴제, 향료",A,C,AC,,,,,,,,,,,,,
2217,하이드로제네이티드소이폴리글리세라이드,"하이드로제네이티드소이폴리글리세라이드(Hydrogenated Soy Polyglycerides) 
하이드로제네이티드돌콩폴리글리세라이드(Hydrogenated Soy Polyglycerides) 
하이드로제네이티드돌콩폴리글라이세라이드",Hydrogenated Soy Polyglycerides ,,"피부컨디셔닝제(수분차단제), 점도증가제(비수성) ",,,,,,,,,,,,,,,,
2218,C15-23알칸,C15-23알케인,C15-23 Alkane,64741-76-0,용제,A,C,AC,,,,H361,H350,,,,,,,,
2219,달맞이꽃잎추출물,,Oenothera Biennis (Evening Primrose) Leaf Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2220,프로판다이올다이카프릴레이트/카프레이트,,Propanediol Dicaprylate/Caprate ,1072005-10-7,피부컨디셔닝제(유연제),,,,,,,,,,,,,,,,
2221,블루베리잎추출물,로우스위트블루베리잎추출물,Vaccinium Angustifolium (Blueberry) Leaf Extract,,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,
2222,감마-운데카락톤,"γ-Heptylbutyrolactone;5-Heptyldihydro-2(3H)-Furanone;2(3H)-Furanone, 5-Heptyldihydro-;γ-Undecalactone;gamma-Undecalactone (RIFM);4-Undecanolide",Gamma-Undecalactone,104-67-6,"착향제, 피부컨디셔닝제(기타)",A,C,AC,,,,,,,,,,,,,
2223,에틸아세테이트,에칠아세테이트(Ethyl Acetate),Ethyl Acetate,141-78-6,"착향제, 용제",A,B,AB,,,H317,,,,,,,,,,
2224,글리세릴다이베헤네이트,글리세릴디베헤네이트(Glyceryl Dibehenate),Glyceryl Dibehenate,99880-64-5,피부컨디셔닝제(유연제),A,C,AC,,,,,,,,,,,,,
2225,글리세릴베헤네이트,,Glyceryl Behenate,6916-74-1;77538-19-3;30233-64-8,"피부컨디셔닝제(유연제), 계면활성제(유화제)",B,C,BC,,,,,,,,,,,,,
2226,에틸렌브라실레이트,에칠렌브라실레이트(Ethylene Brassylate),Ethylene Brassylate,105-95-3,"착향제, 피부컨디셔닝제(기타)",A,C,AC,,,,,,,,,,,,,
2227,일본목련나무껍질추출물,"후박추출물 (Magnolia Obovata Bark Extract, Magnolia Officinalis Bark Extract)",Magnolia Obovata Bark Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2228,이소세틸미리스테이트,아이소세틸미리스테이트,Isocetyl Myristate,83708-66-1,피부컨디셔닝제(수분차단제),,,,,,,,,,,,,,,,
2229,유럽라임트리꽃추출물,유럽라임나무꽃추출물,Tilia Vulgaris Flower Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,유사EWG,,,,,
2230,쉐어버터불검화물,시어버터불검화물,Butyrospermum Parkii (Shea) Butter Unsaponifiables,194043-92-0;225234-14-0,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",A,C,AC,,,,,,,,유사EWG,,,,,
2231,말로우꽃/잎추출물,말로우꽃/잎/줄기추출물 (Malva Sylvestris (Mallow) Flower/Leaf/Stem Extract) ,Malva Sylvestris (Mallow) Flower/Leaf/Stem Extract ,84082-57-5,피부컨디셔닝제(기타) ,A,C,AC,,,,,,,,,,,,,
2232,콩글리세라이즈,콩글리세라이드;소이빈글리세라이드,Soybean Glycerides,91744-20-6,피부컨디셔닝제(유연제),A,C,AC,,,,,,,,,,,,,
2233,로즈마리잎,,Rosmarinus Officinalis (Rosemary) Leaf,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2234,디스테아로일에칠하이드록시에칠모늄메토설페이트,디스테아로일에칠하이드록시에칠모늄메토설페이트(Distearoylethyl Hydroxyethylmonium Methosulfate),Distearoylethyl Hydroxyethylmonium Methosulfate ,,"정전기방지제, 헤어컨디셔닝제",,,,,,,,,,,,,,,,
2235,스위츠아몬드열매추출물,"Prunus Amygdalus Dulcis Extract 
Sweet Almond Extract 
Sweet Almond Fruit Extract",Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract ,90320-37-9,"모발컨디셔닝제, 피부컨디셔닝제",A,C,AC,,,,,,,,,,,,,
2236,피치커넬오일,,,,,,,,,,,,,,,,,,,,
2237,아보카도오일불검화물,"Avocado Oil Unsaponifiables;Persea Gratissima Unsaponifiables;Unsaponifiables, Avocado Oil;Unsaponifiables, Persea Gratissima",Persea Gratissima (Avocado) Oil Unsaponifiables,91770-40-0,"모발컨디셔닝제, 피부컨디셔닝제",A,C,AC,,,,,,,,,,,,,
2238,마시멜로잎/뿌리추출물,,Althaea Officinalis Leaf/Root Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2239,포스포리피드,,Phospholipids,123465-35-0,피부컨디셔닝제,A,B,AB,,,,,,,,,,,,,
2240,화산수,,,,,,,,,,,,,,,,,,,,
2241,금송뿌리추출물,,Sciadopitys Verticillata Root Extract,,"정전기방지제, 피부컨디셔닝제(기타)",,,,,,,,,,,,,,,,
2242,전복추출물,전복/껍질추출물(Abalone Shell Powder),Abalone extract,,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,
2243,커피콩추출물,커피추출물(Coffea Arabica (Coffee) Seed Extract),Coffea Arabica (Coffee) Seed Extract,84650-00-0,"착향제, 피부컨디셔닝제(기타)",A,C,AC,,,,,,,,유사EWG,,,,,
2244,감귤추출물,,,,,,,,,,,,,,,,,,,,
2245,벼캘러스배양추출물,쌀캘러스배양추출물 (Oryza Sativa (Rice) Callus Culture Extract),Oryza Sativa (Rice) Callus Culture Extract,,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,
2246,변성감자전분,,Potato Starch Modified,,점증제-수용성,A,C,AC,,,,,,,,유사EWG,,,,,
2247,사향장미씨오일,Musk Rose (Rosa Moschata) Seed Oil;Rosehip Seed Oil;Rose Seed Oil,Rosa Moschata Seed Oil,,피부유연화제,A,C,AC,,,,,,,,유사EWG,,,,,
2248,알로베 마쿨라타잎추출물,,,,,,,,,,,,,,,,,,,,
2249,세드롤,,Cedrol,77-53-2,"착향제, 피부컨디셔닝제(유연제), 피부컨디셔닝제(수분차단제)",A,C,AC,,,,,,,,,,,,,
2250,아이오논,,Ionone,8013-90-9,수렴제,A,C,AC,S,,,,,,,,,,,,
2251,헥세닐아세테이트,"2-Hexen-1-ol, 1-acetate",Hexenyl Acetate,2497-18-9;3681-71-8,"감미제, 착향제, 피부컨디셔닝제(기타)",A,C,AC,,,,,,,,,,,,,
2252,리날릴아세테이트,,Linalyl Acetate,115-95-7,착향제,A,C,AC,R,,H317,,,,,,,,,,
2253,C12-14Sec-파레스-7,C12-14 sec-파레스-7,C12-14 Sec-Pareth-7,68131-40-8;84133-50-6,"유화안정제, 계면활성제(유화제)",A,C,AC,,,H317,,H350,H318,,,,,,,
2254,메틸글루카민,메칠글루카민 (Methylglucamine),Methylglucamine,6284-40-8,pH 조절제,,,,,,,H360,H351,H318,,,,,,,
2255,대나무잎오일,,,,,,,,,,,,,,,,,,,,
2256,피토올리고,,,,,,,,,,,,,,,,,,,,
2257,호로피토잎추출물,,,,,,,,,,,,,,,,,,,,
2258,바틸알코올,"batilol (INN);3-(Octadecyloxy)-1,2-Propanediol;1,2-Propanediol, 3-(Octadecyloxy)-;Stearyl Glyceryl Ether",Batyl Alcohol,544-62-7,"유화안정제, 수분증발차단제",A,C,AC,,,,,,,,,,,,,
2259,폴리글리세릴-10펜타스테아레이트,"	Decaglyceryl Pentastearate 
Octadecanoic Acid, Pentaester with Decaglycerol",Polyglyceryl-10 Pentastearate,9009-32-9,"피부유연화제, 계면활성제-유화제",,,,,,,,,,,,,,,,
2260,글리세린/옥시부틸렌코폴리머스테아릴에터,글리세린/옥시부틸렌코폴리머스테아릴에텔(Glycerin/Oxybutylene Copolymer Stearyl Ether),Glycerin/Oxybutylene Copolymer Stearyl Ether ,,피부컨디셔닝제(유연제),,,,,,,,,,,,,,,,
2261,세잎으름줄기추출물,,Akebia Trifoliata Stem Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2262,로즈마리잎수,,Rosmarinus Officinalis (Rosemary) Leaf Water,,착향제,A,C,AC,,,,,,,,,,,,,
2263,아르니카꽃수,아르니카꽃추출물(Arnica Montana Flower Extract),Arnica Montana Flower Extract ,68990-11-4,"착향제, 피부컨디셔닝제(기타)",A,C,AC,,,,,,,,,,,,,
2264,오이수,,Cucumis Sativus (Cucumber) Fruit Water,89998-01-6,피부컨디셔닝제(기타),A,B,AB,,,,,,,,,,,,,
2265,덩굴월귤열매수,덩굴월귤열매추출물(Vaccinium Macrocarpon (Cranberry) Fruit Extract),Vaccinium Macrocarpon (Cranberry) Fruit Extract ,91770-88-6,피부컨디셔닝제(기타) ,,,,,,,,,,,,,,,,
2266,얼룩파인애플추출물,파인애플추출물(Ananas Sativus (Pineapple) Fruit Extract),Ananas Sativus (Pineapple) Fruit Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2267,소듐코코일하이드롤라이즈드콩단백질,,Sodium Cocoyl Hydrolyzed Soy Protein ,,"모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제",,,,,,,,,,,,,,,,
2268,쌀껍질가루,왕겨가루,Oryza Sativa (Rice) Hull Powder,,벌킹제(증량제),A,B,AB,,,,,,,,,,,,,
2269,회향추출물,"Fennel, common(Foeniculum vulgare Mill.) (RIFM);Fennel Extract;Fennel Fruit Extract;Fennel, sweet (Foeniculum vulgare Mill. var Dulce (D.C.) (RIFM);Foeniculum Extract;Foeniculum Vulgare Extract",Foeniculum Vulgare (Fennel) Fruit Extract,84625-39-8;85085-33-2,"착향제, 피부컨디셔닝제(기타)",A,C,AC,,,H317,,H351,,,,,,,,
2270,육계껍질오일,육계나무껍질오일,Cinnamomum Cassia Bark Oil,,"산화방지제, 감미제, 착향제",,,,,,,,,,,,,,,,
2271,글리세릴리놀리네이트,,Glyceryl Linolenate,18465-99-1;56554-41-7,"피부컨디셔닝제(유연제), 계면활성제(유화제)",B,C,BC,,,,,,,,,,,,,
2272,실론시나몬잎오일,,Cinnamomum Zeylanicum Leaf Oil,,착향제,B,B,BB,,,,,,,,유사EWG,,,,,
2273,에틸페룰레이트,"에칠페룰레이트(Ethyl Ferulate);Cinnamic Acid, 4-Hydroxy-3-Methoxy-, Ethyl Ester;Ethyl 3-(4-Hydroxy-3-Methoxyphenyl)-2-Propenoate;3-(4-Hydroxy-3-Methoxyphenyl)-2-Propenoic Acid, Ethyl Ester;2-Propenoic Acid, 3-(4-Hydroxy-3-Methoxyphenyl)-, Ethyl Ester",Ethyl Ferulate,4046-02-0,산화방지제,A,C,AC,,,,,,,,,,,,,
2274,운데실알코올,"Alcohol, Undecyl;Undecyl alcohol (RIFM)",Undecyl Alcohol,112-42-5,"착향제, 피부컨디셔닝제(유연제), 점도증가제(수성), 점도증가제(비수성)",A,C,AC,,,H317,,,,,,,,,,
2275,카라기난추출물,아이리쉬모스추출물,Chondrus Crispus Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,유사EWG,,,,,
2276,폴리글리세릴-5트리올리에이트,폴리글리세릴-5트라이올리에이트,Polyglyceryl-5 Trioleate,,"피부컨디셔닝제(유연제), 계면활성제(유화제)",A,C,AC,,,,,,,,,,,,,
2277,다이소듐세테아릴설포석시네이트,디소듐세테아릴설포석시네이트(Disodium Cetearyl Sulfosuccinate),Disodium Cetearyl Sulfosuccinate,,"계면활성제(세정제), 계면활성제(유화제), 계면활성제(거품촉진제), 계면활성제(친수제)",A,C,AC,,,,,,,,,,,,,
2278,다이소듐우리딘포스페이트,디소듐우리딘포스페이트(Disodium Uridine Phosphate),Disodium Uridine Phosphate,3387-36-8,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2279,디이소스테아로일폴리글리세릴-3다이머디리놀리에이트,디이소스테아로일폴리글리세릴-3다이머디리놀리에이트(Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate),Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate,,피부컨디셔닝제(유연제),,,,,,,,,,,,,,,,
2280,삼나무잎추출물,,Cryptomeria Japonica Leaf Extract,,보습제,A,C,AC,,,,,,,,,,,,,
2281,난추출물,,Orchid Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2282,올리브껍질오일,Olive Husk Oil,Olea Europaea (Olive) Husk Oil,,피부컨디셔닝제(수분차단제),A,C,AC,,,,,,,,,,,,,
2283,탈지분유,"Milk, Nonfat Dry;Powdered Skim Milk;Sine Adipe Lac (EU);Skimmed Milk Powder;Skim Milk",Nonfat Dry Milk;Sine Adipe Lac,,"모발컨디셔닝제, 피부컨디셔닝제",A,B,AB,,,,,,,,,,,,,
2284,스테아릴다이메티콘,스테아릴디메치콘 (Stearyl Dimethicone),Stearyl Dimethicone,67762-83-8,피부컨디셔닝제(수분차단제),A,C,AC,,,,,,,,,,,,,
2285,바베리뿌리추출물,불가리스매자뿌리추출물,Berberis Vulgaris Root Extract,8054-40-8;84649-92-3,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,
2286,솔비탄세스퀴카프릴레이트,소르비탄세스퀴카프릴레이트 (Sorbitan Sesquicaprylate),Sorbitan Sesquicaprylate,91844-53-0,"피부컨디셔닝제(기타), 계면활성제(용해보조제), 점도증가제(수성)",A,C,AC,,,,,,,,,,,,,
2287,만다린껍질추출물,탄제린껍질추출물(Citrus Reticulata (Tangerine) Peel Extract),Citrus Reticulata (Tangerine) Peel Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,
2288,망가니즈글루코네이트,"Gluconic Acid, Manganese Salt (2:1)",Manganese Gluconate,6485-39-8,착색제,A,C,AC,,,,,,,,,,,,,
2289,옥틸도데실자일로사이드,,Octyldodecyl Xyloside,423772-95-6,계면활성제(유화제),A,C,AC,,,,,,,,,,,,,
2290,디이소부틸아디페이트,다이아이소부틸아디페이트,Diisobutyl Adipate,141-04-8,"착향제, 가소제, 피부컨디셔닝제(유연제), 용제",A,C,AC,,,,,,,,,,,,,
2291,파인껍질추출물,Pine (Pinus Pumilio) Bark Extract,Pinus Pumilio Bark Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
2292,오이풀뿌리추출물,지유추출물(Sanguisorba officinalis Root Extract),Poterium Officinale Root Extract;Sanguisorba officinalis Root Extract,,피부컨디셔닝제(기타),A,C,AC,,,,,,,,유사EWG,,,,,
2293,소듐아스코빌포스페이트,"L-Ascorbic Acid, 2-(Dihydrogen Phosphate), Trisodium Salt",Sodium Ascorbyl Phosphate,66170-10-3,산화방지제,A,C,AC,,,,,,,,,,,,,
2294,토모토열매/잎/줄기추출물,,Solanum Lycopersicum (Tomato) Fruit/Leaf/Stem Extract ,90131-63-8,피부컨디셔닝제(기타) ,A,C,AC,,,,,,,,,,,,,
2295,디팔미토일하이드록시프롤린,다이팔미토일하이드록시프롤린,Dipalmitoyl Hydroxyproline,41672-81-5,피부컨디셔닝제(기타),A,C,AC,,,,,,,,,,,,,
