고유번호,성분명(국문),영문명,CAS번호,배합용도,EWG등급,천식/호흡,피부자극,발달/생식,발암,천식/호흡,피부자극,발달/생식,발암,국내유해,D S L,EPA,SLS/SLES,4급암모늄,향료,색소/형광,가습기,비고,S or R,천식/호흡,피부자극,발달/생식,발암,눈자극,
881,클로브꽃오일,Eugenia Caryophyllus (Clove) Flower Oil,,"변성제, 향료",C,X,S,X,X,,,,,,,,,,,,,,,,,,,,
882,만주자작나무껍질추출물,Betula Alba Bark Extract ,84012-15-7,착향제 ,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
883,무추출물,Raphanus Sativus (Radish) Root Extract ,84775-94-0,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
884,샤그바크히코리껍질추출물,Carya Ovata Bark Extract,91723-46-5,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
885,피이지-5코코에이트,PEG-5 Cocoate,61791-29-5,계면활성제,C,S,S,S,S,,,,,,,G,,,,,,,,,,,,,
886,단향오일,Santalum Album (Sandalwood) Oil,8006-87-9,착향제 ,C,X,S,X,L,,,,,,1,,,,,,,,R,H335,H314,,,H318,
887,클레리오일,Salvia Sclarea (Clary) Oil,8016-63-5,착향제 ,C,S,S,X,L,,,,,,,,,,,,,,,,H317,,,,
888,커먼자스민꽃추출물,Jasminum Officinale (Jasmine) Flower Extract,,착향제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
889,지방산 C16-18,"Fatty acids, C16-18",67701-03-5,,A,X,L,L,X,,,,,,,G,,,,,,,,,,,,,
890,"Glycerides, C16-18 and C18-unsatd","Glycerides, C16-18 and C18-unsatd",67701-30-8,,,,,,,,,,,,,,,,,,,,,,,,,,
891,젤란검,Gellan Gum ,71010-52-1,"유화안정제, 점증제",C,X,X,X,X,,,,,,,,,,,,,,,H335,,,,,
892,카프릴릴/데실 글루코사이드,Caprylyl/Decyl Glucoside,68515-73-1,계면활성제-세정제,B,X,S,L,X,,,,,,,G,,,,,,,,,,,,H318,
893,에톡실레이티트알코올(C7-21),"Alcohol, (C=7-21), ethoxylated",68991-48-0,,C,S,S,S,S,,,,,,,,,,,,,,,,,,,,
894,피이지-2코코모늄클로라이드,PEG-2 Cocomonium Chloride,61791-10-4,정전기방지제,D,M,S,S,S,,,,,,,G,,1,,,,,,,,,,H318,
895,코튼씨추출물,Gossypium Herbaceum (Cotton) Seed Extract,,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
896,하이드레이티드실리카,Hydrated Silica,112926-00-8,"스크럽제, 흡수제, 안티케이킹제, 벌킹제, 불투명화제, 피부컨디셔닝제, 점증제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
897,소듐카프릴릴설포네이트,Sodium Caprylyl Sulfonate,5324-84-5,계면활성제,C,X,X,X,X,,,,,,,G,,,,,,,,,H317,,,H318,
898,라우레스-8,Laureth-8,3055-98-9,계면활성제,C,S,S,S,S,,,,,,,,,,,,,,,,,,,H318,
899,티아꽃추출물,Gardenia Taitensis Flower Extract,,,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
900,트리에탄올아민디알킬에스터메토설페이트,알 수 없는 성분명,91995-81-2,"정전기방지제, 헤어컨디셔닝제",D,M,X,X,X,,,,,,,G,,1,,,,,,,,,,,
901,연꽃추출물,Nelumbium Speciosum Flower Extract,85085-51-4,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
902,실리콘디옥사이드(석영),Silicon Dioxide(Quartz),14808-60-7,연마제,C,X,X,X,X,S,,,S,,1,,,,,,,,,H335,H317,,H350,H318,
903,규조토,Diatomaceous Earth,68855-54-9,"연마제, 흡수제, 안티케이킹제, 벌킹제",C,X,X,X,X,,,,,,1,,,,,,,,,,,,H350,,
904,메톡시아이소프로판올,Methoxyisopropanol,107-98-2,"착향제, 용제, 점도감소제",D,S,S,S,S,,S,S,,,,G,,,,,,,,,,,,,
905,오렌지오일터펜,Orange Oil Terpenes,68647-72-3,용제,C,X,X,X,X,,,,,,,,,,,,,,,,H317,,,,
906,지방산 C8-18,"Fatty acids, C8-18 and C18-unsatd.",67701-05-7,,A,X,L,L,X,,,,,,,G,,,,,,,,,H314,,,H318,
907,색소(노랑),Liquitint Yellow,,,C,X,X,X,X,,,,,,,,,,,1,,,,,,,,,
908,소듐세스퀴카보네이트,Sodium Sesquicarbonate,533-96-0,pH 조정제,A,N,N,N,N,,,,,,,G,,,,,,,,H335,,,,,
909,푸마릭애씨드,Fumaric Acid,110-17-8,"향료, pH 조절제",B,X,X,X,X,,,,,,,G,,,,,,,,,,,,,
910,형광증백제28,"C.I. Fluorescent Brightener 28, sodium salt",4193-55-9,형광증백제,D,X,X,X,X,,,,,,1,,,,,1,,,,,,,,,
911,리니어알킬벤젠(C10-13),Linear Alkylbenzene(C10-13),67774-74-7,,,,,,,,,,,,1,,,,,,,,,,,,,,
912,리니어알킬벤젠(C8-16),Linear Alkylbenzene(C8-16),68648-87-3,,C,X,X,X,X,,,,,,1,,,,,,,,,,,,,,
913,다이에탄올아민,Diethanolamine,111-42-2,,F,M,M,X,M,S,S,,S,,1,,,,,,,사용량/사용방법에 따라 C~F등급,,,H317,,H351,H318,
914,티이에이-라우릴설페이트,TEA-Lauryl Sulfate,139-96-8,계면활성제,,,,,,,,,,,1,,,,,,,,,,,,,H318,
915,알로에베라잎즙,Aloe Barbadensis Leaf Juice,"85507-69-3, 94349-62-9",피부컨디셔닝제,C,X,X,X,X,,,,,,,G,,,,,,,,,,,,,
916,들깨잎추출물,Perilla Ocymoides Leaf Extract,90082-61-4,피부컨디셔닝제,C,S,S,X,S,,,,,,,,,,,,,,,,,,,,
917,마그네슘하이드록사이드,Magnesium Hydroxide,1309-42-8,"흡수제, pH 조정제",C,X,X,X,X,,,,,,,G,,,,,,,,,,,,H318,
918,L-락틱애씨드,L-Lactic Acid,79-33-4,"착향제, 보습제, 피부컨디셔닝제, pH 조정제",A,N,N,N,N,,,,,,,G,,,,,,,,H334,H314,,,H318,
919,n-옥틸폴리옥시에틸렌,n-Octylpolyoxyethylene,27252-75-1,,C,S,S,S,S,,,,,,,G,,,,,,,,,,,,H318,
920,C12-15파레스-12,C12-15 Pareth-12,68131-39-5,계면활성제,C,S,S,S,S,,,,,,1,G,,,,,,,,,,,,H318,
921,다이카프릴/다이카프릴일다이모늄클로라이드,Dicapryl/Dicaprylyl Dimonium Chloride,68424-95-3,"정전기방지제, 헤어컨디셔닝제",D,M,X,X,X,,,,,,,,,1,,,,사용량/사용방법에 따라 C~D등급,,,H314,,,H318,
922,알킬벤젠설포닉애씨드(C10-16),"Benzenesulfonic acid, C10-16-alkyl derivs.",68584-22-5,,C,X,X,X,X,,,,,,1,G,,,,,,,,,H317,,,H318,
923,라우릴피리디늄클로라이드,Laurylpyridinium Chloride ,104-74-5,"정전기방지제, 살균제, 체취방지제",,,,,,,,,,,,,,1,,,,,,,,,,,
924,사철쑥추출물,Artemisia Capillaris Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
925,알킬폴리글루코사이드(C9-11),Alkyl polyglucoside (C9-11),132778-08-6,계면활성제,B,X,L,L,X,,,,,,,G,,,,,,,,,,,,H318,
926,사과향,알 수 없는 성분명,,,,,,,,,,,,,,,,,1,,,,,,,,,,
927,헬리오트로핀,Heliotropine,120-57-0,향료,,,,,,,,,,,,,,,,,,,R,H335,H317,,,,
928,아니실아세테이트,Anisyl Acetate,104-21-2,,,,,,,,,,,,,,,,,,,,,,H317,,,H318,
929,자스말,Jasmal,18871-14-2,,,,,,,,,,,,,H,,,,,,,,,,,,,
930,메틸안트라닐레이트,Methyl Anthranilate,134-20-3,"감미제, 착향제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
931,트랜스아네솔,trans-Anethole,4180-23-8,,,,,,,,,,,,,,,,,,,,R,,H317,,,H318,
932,메칠2-옥티노에이트,Methyl 2-Octynoate,111-12-6,향료,,,,,,,,,,,,,,,,,,,R,,H317,,,,
933,디메틸옥타디네놀,"Dimethyl-2,6-octadien-1-ol",106-25-2,,,,,,,,,,,,,,,,,,,,,,H317,,,H318,
934,디메틸벤질카비닐아세테이트,Dimethylbenzylcarbinyl acetate,151-05-3,,,,,,,,,,,,,Y,,,,,,,R,,,,,,
935,네롤리돌,Nerolidol,40716-66-3,,,,,,,,,,,,,,,,,,,,,,,,,,
936,감마-터피네올,gamma-Terpineol,586-81-2,,,,,,,,,,,,,,,,,,,,,,,,,,
937,테트라하이드로리날룰,Tetrahydrolinalool,78-69-3,,C,S,S,X,S,,,,,,,Y,,,,,,,,,H317,,,,
938,헥실아세테이트,Hexyl Acetate,142-92-7,"감미제, 착향제, 용제",C,X,X,X,X,,,,,,,H,,,,,,,,,,,,,
939,페네틸페닐아세테이트,Phenethyl Phenylacetate,102-20-5,,,,,,,,,,,,,,,,,,,,,,,,,,
940,다이페닐옥사이드,Diphenyl Oxide,101-84-8,,C,X,X,X,X,,,,,,,Y,,,,,,,,,H317,,,H318,
941,다이싸이클로펜타디엔프로피오네이트,Dicyclopentadiene Propionate,68912-13-0,,C,X,X,X,X,,,,,,,Y,,,,,,,S,,,,,,
942,피치싸이클로펜타논,Peach Cyclopentanone,95962-14-4,,,,,,,,,,,,,,,,,,,,,,,,,,
943,박테리아,Bacteria,,,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
944,알코올 C10-16,C10-16 Alcohols,67762-41-8,,C,X,X,X,X,,,,,,,G,,,,,,,,,,,,,
945,미네랄오일,Mineral Oil,8012-95-1 ,"착향제, 헤어컨디셔닝제, 피부보호제, 피부컨디셔닝제, 용제",D,S,S,X,S,S,,,S,,1,,,,,,,,,H334,,,,,
946,향균제,알 수 없는 성분명,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,소듐카복시메틸C10-16알킬글루코사이드 ,Sodium Carboxymethyl C10-16 Alkyl Glucoside  ,383178-66-3,,,,,,,,,,,,,,,1,,,,,,,,,,,
948,아이소보닐아세테이트 ,Isobornyl Acetate  ,125-12-2,착향제,,,,,,,,,,,,,,,,,,,,,,,,,
949,미리스틱애씨드,Myristic Acid,544-63-8,"향료, 불투명화제, 계면활성제-세정제",,,,,,,,,,,,G,,,,,,,,H335,H317,,H351,H318,
950,바나나껍질추출물,Musa Paradisica (Banana) Bark Extract ,89957-82-4,수렴제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
951,귤추출물 ,Citrus Unshiu Fruit Extract  ,,"산화방지제, 헤어컨디셔닝제, 피부보호제, 피부컨디셔닝제(유연제), 자외선차단제 ",,,,,,,,,,,,,,,,,,,,,,,,,
952,오렌지추출물 ,Citrus Aurantium Dulcis (Orange) Fruit Extract  ,84012-28-2 ,"향료, 피부컨디셔닝제 ",,,,,,,,,,,,,,,,,,,,,,,,,
953,클로린다이옥사이드,Chlorine Dioxide,10049-04-4 ,체취방지제,,,,,,S,S,S,,1,1,,,,,,,,,,H314,,,,
954,살리실릭애씨드 ,Salicylic Acid ,69-72-7 ,"변성제, 각질제거제, 향료, 모발컨디셔닝제, 피부컨디셔닝제 ",,,,,,,S,,,,,,,,,,,,,H335,H317,H361,,H318,
955,토코페릴아세테이트 ,Tocopheryl Acetate  ,58-95-7 ,"산화방지제, 피부컨디셔닝제 ",D,X,S,S,S,,,,,,,G,,,,,,,,,,,,,
956,구주소나무잎추출물,Pinus Sylvestris Leaf Extract ,84012-35-1,피부컨디셔닝제(기타),C,S,S,S,S,,,,,,,,,,,,,,,,H317,,,,
957,시트로넬알,Citronellal,106-23-0,향료,C,X,X,X,X,,,,,,,Y,,,1,,,,,H335,H317,,,,
958,폴리우레탄,알 수 없는 성분명,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,폴리쿼터늄-53 ,Polyquaternium-53  ,84647-38-1 ,헤어컨디셔닝제 ,C,X,X,X,X,,,,,,,,,1,,,,,,,,,,,
960,라우손사이프레스목부오일  ,Chamaecyparis Lawsoniana Wood Oil,264201-23-2,"착향제, 피부컨디셔닝제(기타)",,,,,,,,,,,,,,,,,,,,,,,,,
961,2-페닐에탄올  ,,1960-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,
962,라임 오일 터핀,,68917-71-5,,,,,,,,,,,,,,,,,,,,,,H317,,,,
963,메틸하이드로제네이티드로지네이트,Methyl Hydrogenated Rosinate  ,8050-15-5,"착향제, 피부컨디셔닝제(유연제), 점도증가제(비수성)",,,,,,,,,,,1,,,,,,,,,,H317,,,,
964,옥토시놀 ,Octoxynol,9002-93-1,계면활성제,C,S,S,S,S,,,,,,1,,,,,,,,,,,,,H318,
965,운데실레닉애씨드 ,Undecylenic Acid  ,112-38-9,"살균보존제, 향료, 계면활성제-세정제, 계면활성제-유화제",,,,,,,,,,,1,,,,1,,,,,,,,,,
966,쿼터너리암모늄컴파운드,"Quaternary ammonium compounds, coco alkyltrimethyl, Me sulfates ",68002-60-8,,,,,,,,,,,,,,,,,,,,,,H317,,,H318,
967,아이소프로필리덴글리세롤 ,Isopropylideneglycerol,100-79-8,헤어컨디셔닝제 ,,,,,,,,,,,,G,,,,,,,,,,,,,
968,3-(p-메톡시페닐)-2-메틸프로파이온알데하이드,4-Methoxy-α-methylbenzenepropanal,5462-06-06,향료,,,,,,,,,,,,,,,1,,,,,,H317,,,,
969,스테아릴알코올,Stearyl alcohol,112-92-5,,,,,,,,,,,,,G,,,,,,,,,,,,,
970,스테아레스-25,Steareth-25 ,9005-00-9,"계면활성제-세정제, 계면활성제-용해보조제",,,,,,,,,,,,G,,,,,,,,,,,,H318,
971,아이소펜틸다이올 ,Isopentyldiol  ,2568-33-4 ,용제 ,,,,,,,,,,,,,,,,,,,,,,,,,
972,아이소아밀라우레이트 ,Isoamyl Laurate  ,6309-51-9,"착향제, 피부컨디셔닝제(유연제) ",,,,,,,,,,,,G,,,,,,,,,,,,,
973,펜타데카락톤 ,Pentadecalactone  ,106-02-5,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
974,(-)-리날룰,(-)-Linalool,126-91-0,향료,,,,,,,,,,,,,,,1,,,,,,H317,,,,
975,"2,5 퓨란디온 폴리머, 2,4,4-트라이메틸-1-펜텐, 에스터 폴리에틸렌글라이콜 모노 C12-C14-알킬 에터, 소듐염  ","2,5-Furandione, polymer with 2,4,4-trimethyl-1-pentene, esters with polyethylene glycol mono-C12-14-alkyl ethers, sodium salts",201556-07-2,안정화제,,,,,,,,,,,,,,,,,,,,,,,,,
976,다이하이드로펜타메틸인다논 ,Dihydro Pentamethylindanone  ,33704-61-9 ,착향제,,,,,,,,,,,,,,,,,,,,,H317,,,,
977,"엔도-1,4-β-마나네이즈","Mannanase, endo-1,4-β-",37288-54-3 ,성능보조제,,,,,,,,,,,,,,,,,,,,,,,,,
978,에틸렌도데케인다이오에이트 ,Ethylene Dodecanedioate ,54982-83-1,착향제,,,,,,,,,,,,,,,,,,,,,,,,,
979,아세트산 테르피네올,"Terpineol, acetate",8007-35-0,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
980,"아세트산 2,2,2-트라이클로로-1-페닐에틸","2,2,2-trichloro-1-phenylethyl acetate",90-17-5 ,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
981,에톡실화된 도데실-1-올,"Dodecan-1-ol, ethoxylated",,계면활성제,,,,,,,,,,,,,,,,,,,,,H317,,,H318,
982,홍차 추출물,Black tea extract,,탈취제,,,,,,,,,,,,,,,,,,,,,,,,,
983,아세트산 시스-2-tert-뷰틸사이클로헥실,cis-2-tert-butylcyclohexyl acetate,20298-69-5,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
984,옥사사이클로헥사데켄-2-온,Oxacyclohexadecen-2-one,34902-57-3,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
985,인돌,1H-indole,120-72-9,향료,C,,,S,,,,,,,,Y,,,1,,,,,,H317,,,H318,
986,메틸렌다이옥시페닐메틸프로판알 ,Methylenedioxyphenyl Methylpropanal ,1205-17-0 ,"착향제, 피부컨디셔닝제(기타)",,,,,,,,,,,,,,,1,,,,,,H317,,,,
987,페닐아세트알데하이드 ,Phenylacetaldehyde  ,122-78-1 ,"착향제, 피부컨디셔닝제(기타)",C,,,,,,,,,,,,,,1,,,,,,H317,,,H318,
988,에틸렌브라실레이트 ,Ethylene Brassylate   ,105-95-3 ,"착향제, 피부컨디셔닝제(기타)",C,,,,,,,,,,,H,,,1,,,,,,,,,,
989,라우랄데하이드  ,Lauraldehyde  ,112-54-9,"감미제, 착향제, 피부컨디셔닝제(기타)",C,,,,,,,,,,,Y,,,,,,,,,H317,,,,
990,노필아세테이트 ,Nopyl acetate,128-51-8 ,"착향제, 피부컨디셔닝제(기타)",,,,,,,,,,,,,,,1,,,,,,H317,,,,
991,시스-4-(아이소프로필)사이클로헥세인메탄올,cis-4-(isopropyl)cyclohexanemethanol,237-539-8,향료,,,,,,,,,,,,,,,,,,,,,H317,,,,
992,아독살,"2,6,10-Trimethyl-9-undecenal",141-13-9 ,,C,,,,,,,,,,,,,,1,,,,,,H317,,,,
993,아세트산 p-멘타-1-엔-8-일,p-menth-1-en-8-yl acetate,80-26-2 ,,,,,,,,,,,,,H,,,,,,,,,,,,,
994,메틸데센올  ,Methyl Decenol   ,81782-77-6,"착향제, 피부컨디셔닝제(기타)",,,,,,,,,,,,Y,,,1,,,,,,,,,,
995,소듐에틸헥실설페이트 ,Sodium Ethylhexyl Sulfate  ,126-92-1 ,피부컨디셔닝제(기타) ,A,,,,,,,,,,,G,,,,,,,,,,,,H318,
996,도데케인나이트릴,Dodecanenitrile,2437-25-4,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
997,2-tert-펜틸사이클로헥실 아세트산,2-tert-pentylcyclohexyl acetate,67874-72-0,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
998,"3,7-다이메틸-1,6-옥타디엔-3-올, 이성질체화된 산","1,6-Octadien-3-ol, 3,7-dimethyl-, acid-isomerized",73018-51-6 ,향료,,,,,,,,,,,,,,,1,,,,,,H317,,,,
999,"트라이사이클로[5.2.1.0²,⁶]데케인-2-카르복실산 에틸"," (3aα,4α,7α,7aα)-Octahydro-4,7-methano-3aH-indene-3a-carboxylic acid ethyl ester",80657-64-3,향료,,,,,,,,,,,,,,,1,,,,R,,,,,,
1000,스테아릭애씨드,Stearic Acid ,1957-11-04,"향료, 계면활성제-세정제, 계면활성제-유화제",B,,L,L,,,,,,,,G,,,1,,,,,,,,,,
1001,피이지-스테아레이트,PEG-Stearate ,9004-99-3,안정화제,C,S,S,S,S,,,,,,,G,,,,,,,,,,,,,
1002,롱기폴렌,Longifolene ,475-20-7,"착향제, 피부컨디셔닝제(기타) ",,,,,,,,,,,,,,,1,,,,R,,,,,,
1003,(E)-2-헥세날,(E)-2-Hexenal,6728-26-3,향료,,,,,,,,,,,,,,,1,,,,R,,H317,,,,
1004,마카다미아씨오일  ,Macadamia Ternifolia Seed Oil  ,129811-19-4  ,피부컨디셔닝제(수분차단제) ,,,,,,,,,,,,G,,,,,,,,,,,,,
1005,작약추출물 ,Paeonia Lactiflora Extract  ,,수렴제,C,,,,,,,,,,,,,,,,,,,,,,,,
1006,붉은토끼풀꽃추출물,Trifolium Pratense (Clover) Flower Extract  ,85085-25-2  ,향료,C,,,,,,,,,,,,,,1,,,,,,,,,,
1007,겨우살이추출물 ,Viscum Album (Mistletoe) Extract  ,84929-55-5 ,"네일컨디셔닝제, 피부컨디셔닝제(기타) ",C,,,,,,,,,,,,,,,,,,,,,,,,
1008,수련추출물 ,Nymphaea tetragona Georgi,,피부컨디셔닝제(기타) ,,,,,,,,,,,,,,,,,,,,,,,,,
1009,헬리오트로피움추출물,heliotropium Extract,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,창포뿌리추출물 , Acorus Calamus Root Extract   ,84775-39-3 ,,F,,S,,,,,,,,,,,,,,,,S,,H317,,,,
1011,아이소파라핀 ,Isoparaffin ,64742-48-9,안정화제,C,,,,,,,,,,1,,,,,,,,,,H317,H361,H350,,
1012,(2S-시스)-테트라하이드로-4-멘틸-2-(2-메틸-1-프로페닐)-2H-피란,(2S-cis)-tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran,3033-23-6,,,,,,,,,,,,,,,,,,,,,,H317,H361,,,
1013,피이지/피피지-부틸에터다이메티콘 ,PEG/PPG-Butyl Ether Dimethicone  ,67762-87-2,"헤어컨디셔닝제, 계면활성제(세정제), 계면활성제(분산제), 계면활성제(유화제) ",C,S,S,S,S,,,,,,,,,,,,,,,,,,,,
1014,폴리에테르 변성 오르가노폴리실록산,Polyether-modified organopolysiloxane,,거품조절제,,,,,,,,,,,,,,,,,,,,,,,,,
1015,실리카다이메티콘실릴레이트 ,Silica Dimethicone Silylate  ,67762-90-7  ,"흡수제, 안티케이킹제, 기포방지제, 점도증가제(비수성) ",,,,,,,,,,,,H,,,,,,,,,,,,,
1016,첨가제,알 수 없는 성분명,,거품조절제,,,,,,,,,,,,,,,,,,,,,,,,,
1017,라우다이모늄클로로하이드록시프로필클로라이드 ,Laurdimonium Chlorohydroxypropyl Chloride ,41892-01-7,계면활성제(유화제) ,,,,,,,,,,,,,,,,,,,,,,,,H318,
1018,시어버터,Butyrospermum Parkii (Shea) Butter,91080-23-8,"피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제), 점도증가제(비수성) ",,,,,,,,,,,,G,,,,,,,,,,,,,
1019,폴리에테르 변성 오르가노폴리실록산,Polyether-modified organopolysiloxane,,거품조절제,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2-하이드록시벤조산 사이클로헥실,cyclohexyl 2-hydroxybenzoate,25485-88-5,,,,,,,,,,,,,,,,,,,,,,H317,,,,
1021,"2,4-다이메틸-4,4a,5,9b-테트라하이드로인데노[1,2-d]-1,3-다이옥신","2,4-dimethyl-4,4a,5,9b-tetrahydroindeno[1,2-d]-1,3-dioxin",27606-09-3,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,페네틸아세테이트,Phenethyl Acetate ,103-45-7,,,,,,,,,,,,,,,,,,,,,,,,,H318,
1023,버드나무추출물,Willow extract,,,C,,,,,,,,,,,,,,,,,,,,,,,,
1024,2-페녹시에틸 이소부틸레이트,2-Phenoxyethyl Isobutyrate,103-60-6,,C,,,,,,,,,,,,,,,,,,,,,,,,
1025,혼합아이오논,Mixed Ionones ,127-41-3,착향제,,,,,,,,,,,,,,,1,,,,S  ,H334,H317,,,,
1026,2-아세토나프톤,2-Acetonaphthone ,1993-08-03,"감미제, 착향제 ",,,,,,,,,,,,Y,,,1,,,,,,,,,,
1027,"2-메틸-4-(2,2,3-트라이메틸-3-사이클로펜텐-1-일)-2-뷰텐-1-올","2-methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-buten-1-ol",28219-60-5,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
1028,"7-메톡시-3,7-디메틸옥탄-2-올","7-Methoxy-3,7-dimethyloctan-2-ol",41890-92-0,향료,,,,,,,,,,,,,,,1,,,,S  ,,,,,,
1029,데이지 추출물,Bellis Perennis (Daisy) Extract ,84776-11-4,첨가제,C,,,,,,,,,,,,,,,,,,,,,,,,
1030,N-메틸안트라닐산 메틸,Methyl N-methylanthranilate,85-91-6,향료,C,,,,,,,,,,,,,,1,,,,,,,,,,
1031,수크로오스지방산에스터,Sucrose Fatty Acid Ester,,첨가제,,,,,,,,,,,,,,,,,,,,,,,,,
1032,2-메틸발레르산 에틸,Ethyl 2-methylvalerate,39255-32-8,향료,C,,,,,,,,,,,,,,1,,,,,,,,,,
1033,(에톡시메톡시)사이클로도데칸,(ethoxymethoxy)cyclododecane,58567-11-6,향료,,,,,,,,,,,,,,,1,,,,,,H317,,,,H318
1034,5-사이클로헥사데센-1-온,5-Cyclohexadecen-1-one,37609-25-9,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
1035,동백나무꽃추출물,Camellia Japonica Flower Extract ,223748-13-8,피부컨디셔닝제(유연제),,,,,,,,,,,,,,,,,,,,,,,,,
1036,"2,4-다이메틸-4,4a,5,9b-테트라하이드로인데노[1,2-d]-1,3-다이옥신","2,4-dimethyl-4,4a,5,9b-tetrahydroindeno[1,2-d]-1,3-dioxin",27606-09-3,향료,,,,,,,,,,,,,,,1,,,,,,,,,,
1037,"2-메틸-2-프로펜산, 2-프로펜산 1,1-다이메틸에틸과 2-프로펜산 에틸의 폴리머","2-Propenoic acid, 2-methyl-, polymer with 1,1-dimethylethyl 2-propenoate and ethyl 2-propenoate",,증점제,,,,,,,,,,,,,,,,,,,,,,,,,
1038,"나이트릴로트리아세트산, 트리나튜륨 염, 모노수화물","Nitrilotriacetic acid, Trisodium salt, Monohydrate",,안정화제,,,,,,,,,,,,,,,,,,,,,,,,,
1039,p-아니식애씨드,p-Anisic Acid ,100-09-4,"감미제, 향료",,,,,,,,,,,,,,,1,,,,,,,,,,
1040,트로메타민,Tromethamine ,77-86-1,"향료, pH 조절제",,,,,,,,,,,1,,,,1,,,,,,,,,,
1041,세틸피리디늄클로라이드,Cetylpyridinium Chloride ,"123-03-5, 6004-24-6","정전기방지제, 탈취제",,,,,,,,,,,,,,,,,,,,,,,,,H318
1042,비사보롤,Bisabolol ,515-69-5,"향료, 피부컨디셔닝제",,,,,,,,,,,,,,,1,,,,,,H317,,,,
1043,대왕송오일,Pinus Palustris Oil ,8002-09-03,착향제,C,S,S,S,S,,,,,,1,,,,1,,,,,,H317,,,,
1044,야자추출물,Astrocaryum Murumuru Extract ,906350-19-4,피부컨디셔닝제(유연제),,,,,,,,,,,,,,,,,,,,,,,,,
1045,마조람잎추출물,Origanum Majorana Leaf Extract ,84082-58-6,"착향제, 피부컨디셔닝제(기타)",C,,,,,,,,,,,,,,1,,,,,,H317,,,,H318
1046,다이소듐이디티에이,Disodium EDTA ,6381-92-6,금속이온봉쇄제,,,,,,,,,,,,,,,,,,,,,,,,,
1047,드럼스틱추출물,Moringa Oleifera Extract ,93165-54-9,피부컨디셔닝제(기타) ,,,,,,,,,,,,,,,,,,,,,,,,,
1048,포타슘라우레이트,Potassium laurate,10124-65-9,"계면활성제-세정제, 계면활성제-유화제",,,,,,,,,,,,G,,,,,,,,,,,,,
1049,라우라미노프로필렌글라이콜,Lauramino Propylene Glycol ,821-91-0,"	계면활성제(세정제), 계면활성제(유화제)",,,,,,,,,,,,,,,,,,,,,,,,,H318
1050,"	다이소듐이디티에이",Disodium EDTA ,6381-92-6,금속이온봉쇄제,,,,,,,,,,,,,,,,,,,,,,,,,
1051,"2-하이드록시-N-(2-하이드록시에틸)-N,N-다이메틸-에탄아미늄, 염화 C16-18 와 불포화 C18. 지방산과 에스터","Ethanaminium, 2-hydroxy-N-(2-hydroxyethyl)-N,N-dimethyl-, esters with C16-18 and C18-unsatd. fatty acids, chlorides",1079184-43-2,계면활성제,,,,,,,,,,,,,,,,,,,,,,,,,
1052,염화 트라이메틸({2-[(2-메틸프로프-2-에노일)옥시]에틸})아즈아늄,Trimethyl({2-[(2-methylprop-2-enoyl)oxy]ethyl})azanium chloride,26161-33-1,안정제,,,,,,,,,,,,,,,,,,,,,,,,,
1053,2-메틸뷰티르산 에틸,Ethyl 2-methylbutyrate,7452-79-1,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1054,트라이아세틴,Triacetin,102-76-1,향료,,,,,,,,,,,,,,,,,,,,,,,,,
1055,p-멘탄-7-올,p-Menthan-7-ol ,13828-37-0,착향제,,,,,,,,,,,,,,,,,,,,,,,,,
1056,"(1-하이드록시에틸리딘)비스포스폰산, 소듐염","/(1-hydroxyethylidene)bisphosphonic acid, sodium salt",29329-71-3,안정제,,,,,,,,,,,,,,,,,,,,,,,,,
